Text,One_Hot_Label,Emotion_Label,Character_Count,Word_Count
when my roommate moped was stolen i was very angry,"[0, 0, 1, 0, 0, 0, 0]",anger,53,10
when i heard my grandfather wife had leukemia i was very sad,"[0, 0, 0, 1, 0, 0, 0]",sadness,63,12
i was disgusted to find out that the water is not filtered or purified before it leaves latimer hall from the drains,"[0, 0, 0, 0, 1, 0, 0]",disgust,116,21
the same for guilt would apply,"[0, 0, 0, 0, 0, 1, 0]",shame,31,6
i added a little to a yield in an experiment to get more of a yield,"[0, 0, 0, 0, 0, 0, 1]",guilt,74,17
third highest grade in the class and the best answer given for one question the question was graded by the professor and he indicated he liked my answer,"[1, 0, 0, 0, 0, 0, 0]",joy,155,28
in the recent lightning storm bolts of lightning were hitting close by NUM NUM mile i was in bed at the time and was afraid i might be struck,"[0, 1, 0, 0, 0, 0, 0]",fear,142,28
we are repainting rooms in my house my mother started to enact plans to paint my room without consulting me,"[0, 0, 1, 0, 0, 0, 0]",anger,109,20
recent break up with my girlfriend we had been together for over a year i was overseas and discovered over the phone while i was at work,"[0, 0, 0, 1, 0, 0, 0]",sadness,141,26
i attended a ceremony in denmark which is comparable to our halloween they build a large bonfire and place a life size dummy of a witch the crowd cheered when the dummy burst into flames,"[0, 0, 0, 0, 1, 0, 0]",disgust,189,35
i came home from school very keyed up at the dinner table i unfortunately unloaded a lot of my hostility off on one of my parents i am ashamed that i did not dispate and control these feelings before coming to the table or even let the energy build up in the first place,"[0, 0, 0, 0, 0, 1, 0]",shame,271,52
eating the last remains of dinner that someone else unknown to me had claimed,"[0, 0, 0, 0, 0, 0, 1]",guilt,80,14
after watching the 49ers lose game after game year after year i was finally rewarded with a super bowl victory which made me extremely happy,"[1, 0, 0, 0, 0, 0, 0]",joy,143,25
while swimming i hit my head at the bottom of the pool and required stitches i later learned that the consequences could have been much more severe and that terrified me,"[0, 1, 0, 0, 0, 0, 0]",fear,172,31
i was rushing home from school because there was a 49er game that night i got into a non injury accident which was all my fault but destroyed the front of my car the truck i hit was undamaged,"[0, 0, 1, 0, 0, 0, 0]",anger,196,38
when i learned that my dad had cancer i knew he was going to the hospital for some tests my mom told me when she picked me up one weekend from cal to take me home,"[0, 0, 0, 1, 0, 0, 0]",sadness,165,36
now that the 49ers are winners the fans are coming out of the woodwork and jumping on the bandwagon and that disgusts me,"[0, 0, 0, 0, 1, 0, 0]",disgust,122,23
when i was small i would always fight with my younger sister and one time i hit her and knocked the wind out of her i felt real bad about it,"[0, 0, 0, 0, 0, 1, 0]",shame,143,31
when my grandfather was in a nursing home when i was young i never wanted to go and sometimes did not have to and later i felt guilty,"[0, 0, 0, 0, 0, 0, 1]",guilt,133,27
i felt joy when my boyfriend proposed to me in marriage,"[1, 0, 0, 0, 0, 0, 0]",joy,56,11
i felt fear when i was young and left in my big house all alone,"[0, 1, 0, 0, 0, 0, 0]",fear,64,15
after i said something that my boyfriend disagreed with he walked away from me without discussing what bothered him i became very angry with him for treating me this way yesterday november NUM,"[0, 0, 1, 0, 0, 0, 0]",anger,196,33
i felt sad when my boyfriend and i were apart for some time,"[0, 0, 0, 1, 0, 0, 0]",sadness,60,13
i felt disgusted when i was in a restaurant which did not appear to be clean and orderly i do not like to be in unclean environments,"[0, 0, 0, 0, 1, 0, 0]",disgust,135,26
i felt ashamed when i was confronted by a teaching assistant that a close friend and i were accused of cheating on a math exam,"[0, 0, 0, 0, 0, 1, 0]",shame,127,25
when i did not defend my close friend when my father degraded him i felt guilty for allowing my father to get away with his actions and for the hurt my friend felt i cleared the matter up with my father a few weeks later,"[0, 0, 0, 0, 0, 0, 1]",guilt,223,45
after much trouble getting together in the first place my boyfriend and i celebrated our first anniversary,"[1, 0, 0, 0, 0, 0, 0]",joy,107,17
i got caught shoplifting a package of gummy bears,"[0, 1, 0, 0, 0, 0, 0]",fear,50,9
sometimes when i go to work my crazy boss a hyper jewish lawyer insists i do things his way filing typing etc he sometimes blames me for things i did not do and i cannot yell back at him,"[0, 0, 1, 0, 0, 0, 0]",anger,194,38
since i moved into the dorms and i have been spending most of my free time with my boyfriend i hardly see my old high school friends i had several bad incidents with my NUM past best friends,"[0, 0, 0, 1, 0, 0, 0]",sadness,189,37
i took a psych experiment with a totally unappealing gay man as the experimentor some homosexuals are funny or cute but this guy was disgusting plus the experiment was about gays too,"[0, 0, 0, 0, 1, 0, 0]",disgust,187,32
my grades when my parents say how are you doing at school getting good grades i say great just fine actually i feel ashamed about myself,"[0, 0, 0, 0, 0, 1, 0]",shame,155,28
i have had three midterms in the past two weeks and i hardly studied for any of them like NUM or NUM days i feel guilty that i had not studied and i got c on all of them,"[0, 0, 0, 0, 0, 0, 1]",guilt,167,37
winning a close volleyball game i am on the intercollegiate team at cal,"[1, 0, 0, 0, 0, 0, 0]",joy,73,12
speaking in front of a large group of people,"[0, 1, 0, 0, 0, 0, 0]",fear,45,9
same situation as before having my car stolen,"[0, 0, 1, 0, 0, 0, 0]",anger,48,9
when a close friend drowned in the american river,"[0, 0, 0, 1, 0, 0, 0]",sadness,50,9
getting a low grade on my physics midterm,"[0, 0, 0, 0, 1, 0, 0]",disgust,42,8
arguing with a friend over politics she was more informed on the issues and made me feel very ashamed of my political ignorance,"[0, 0, 0, 0, 0, 1, 0]",shame,129,23
when my father car got stolen from me a NUM ford mustang very hard to replace,"[0, 0, 0, 0, 0, 0, 1]",guilt,86,17
getting sent on a company expense trip to another state to work for a week at that plan,"[1, 0, 0, 0, 0, 0, 0]",joy,88,18
on my second plane trip we ran into unexpected turbulence,"[0, 1, 0, 0, 0, 0, 0]",fear,59,10
having my personal objects rearranged by someone else without my consent and having it arranged to their taste then trying to find a particular object they rearranged for an hour or more,"[0, 0, 1, 0, 0, 0, 0]",anger,188,32
death of my father,"[0, 0, 0, 1, 0, 0, 0]",sadness,19,4
getting back my math midterm i received a lower grade than i thought i would get after going through the questions i felt that the grader had graded harshly and i had made only a few errors,"[0, 0, 0, 0, 1, 0, 0]",disgust,194,38
getting a low grade on a midterm,"[0, 0, 0, 0, 0, 1, 0]",shame,33,7
promising to do a task for a friend and just forgetting about it,"[0, 0, 0, 0, 0, 0, 1]",guilt,65,13
when i finished my c s project i was overjoyed i felt relieved because it was due the next day and i was tired of looking at it,"[1, 0, 0, 0, 0, 0, 0]",joy,130,27
i overturned in a canoe a few years back and i did not know how to swim although i had a life jacket on i still panicked,"[0, 1, 0, 0, 0, 0, 0]",fear,121,25
i came out of the house at NUM NUM am monday morning getting ready t go to school and fight for a parking when i saw my car had a flat tire,"[0, 0, 1, 0, 0, 0, 0]",anger,137,31
after my little sister graduation from high school my grandmother became very sick she passed away a few months later,"[0, 0, 0, 1, 0, 0, 0]",sadness,121,20
when i saw a wino by some cans with food stamps and use the change to buy wine,"[0, 0, 0, 0, 1, 0, 0]",disgust,79,18
i felt this when i was copying homework for one of my classes,"[0, 0, 0, 0, 0, 1, 0]",shame,62,13
after yelling at my girlfriend i felt bad because she was crying and upset,"[0, 0, 0, 0, 0, 0, 1]",guilt,78,15
a party with no worries i e no tests homework etc many friends were present and good music,"[1, 0, 0, 0, 0, 0, 0]",joy,95,17
i am afraid of not being able to go to the school i want because of suffering grades,"[0, 1, 0, 0, 0, 0, 0]",fear,84,17
i was stood up for a date function by someone who i really cared for,"[0, 0, 1, 0, 0, 0, 0]",anger,69,15
after blowing up and saying all the wrong things i realized what i had done and hurt that person and myself,"[0, 0, 0, 1, 0, 0, 0]",sadness,109,21
my friends are not working for the same common goal we all need to accomplish,"[0, 0, 0, 0, 1, 0, 0]",disgust,77,14
i was supposed to do something and did not the person was really dependiong on me,"[0, 0, 0, 0, 0, 1, 0]",shame,82,15
after confronting the person who stood me up i blew up and said all the wrong things,"[0, 0, 0, 0, 0, 0, 1]",guilt,86,17
i realized the girl liked to be with me,"[1, 0, 0, 0, 0, 0, 0]",joy,40,9
that i would do bad in a class and not get into bus school,"[0, 1, 0, 0, 0, 0, 0]",fear,59,14
when my dad told me about something he had done against my mother,"[0, 0, 1, 0, 0, 0, 0]",anger,66,13
when i heard my sister got in a bad car accident,"[0, 0, 0, 1, 0, 0, 0]",sadness,49,11
an engineer i know wants war so he can get a job making bombs,"[0, 0, 0, 0, 1, 0, 0]",disgust,62,14
i did bad on a test i did not study for,"[0, 0, 0, 0, 0, 1, 0]",shame,39,10
decided at the last minute not to do something that i said i would do with a person,"[0, 0, 0, 0, 0, 0, 1]",guilt,84,18
when i passed the b a exams with first class results,"[1, 0, 0, 0, 0, 0, 0]",joy,53,10
when my b a results had not come,"[0, 1, 0, 0, 0, 0, 0]",fear,33,7
when i failed my s s c exam,"[0, 0, 1, 0, 0, 0, 0]",anger,28,6
when my sister left home to go and live with her husband,"[0, 0, 0, 1, 0, 0, 0]",sadness,57,12
i trusted a friend of mine but she lied to me about something and this disgusted me,"[0, 0, 0, 0, 1, 0, 0]",disgust,85,17
when i failed the s s c examination i felt very ashamed,"[0, 0, 0, 0, 0, 1, 0]",shame,56,10
i felt guilt when i was not co operative with my mother for my exam,"[0, 0, 0, 0, 0, 0, 1]",guilt,68,14
my first feeling of falling in love coming across a person who made me feel love happiness joy giving me a new and beautiful future who made me dream,"[1, 0, 0, 0, 0, 0, 0]",joy,156,29
when i got to know that the friend i am closest to got engaged and she was going away i was overjoyed for her but also felt frightened as i was very emotionally dependent on her i did not know what i would do without her,"[0, 1, 0, 0, 0, 0, 0]",fear,227,46
i was angry at my brother over an argument we had together we do have a few fights from time to time and also at times i take out my anger on him,"[0, 0, 1, 0, 0, 0, 0]",anger,149,33
when i came to know that my feelings for someone were not reciprocated,"[0, 0, 0, 1, 0, 0, 0]",sadness,71,13
i felt disgusted while studying for my applied psychology and mental testing papers in b a,"[0, 0, 0, 0, 1, 0, 0]",disgust,91,15
i had a habit of wetting my bed when i was young one day when i was invited to my friend place to stay for the night it happened again i was ashamed of myself,"[0, 0, 0, 0, 0, 1, 0]",shame,167,35
i felt guilty when i lied to my parents,"[0, 0, 0, 0, 0, 0, 1]",guilt,40,9
after my marriage i received the b sc results by post i was very happy to learn that i had got very good marks first class,"[1, 0, 0, 0, 0, 0, 0]",joy,126,26
